Project#,ProjectName,Campus,Building,Fusion#,Floor,Room,RoomName,Latitude,Longitide,GeneralvsFixed,AssetIDNo,FAIDNo,Make,Model,SerialNo,CSI Div,CSI,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Item,ClassPriority,ClassCompliance,ClassInterconnect,ClassWarranty,ClassCondition,ClassBlanket,Takeoff,Callout,Sheet,OM,OMBinderNo,OMTabNo,OMDigital,Submittal,SubmittalDigital,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyStarts,EqWarrantyExpires,LifeCycleDuration,LifeCycleExpires,ServiceContract,ServiceContractCo,DistrictResponsible,OrigContractor,OrigContract,CostEstimateatStart,Unnamed: 51,Unnamed: 52,Item a Consumable ?,Unnamed: 54,Recommend Indiv item Tracking?,Currently Indiv item tracked?,Unnamed: 57,Recommend Waldrop ID Tag?,Currently Waldrop ID Tag?,sheet
11220,Career Technology Center,City,Voc Tech,24.0,LL,18,Briefing Training,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,19,Staff Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,19,Staff Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,19,Staff Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,11,Fitness Center,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,8,Ammo Gun Storage,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,8,Ammo Gun Storage,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,4,Suspect Processing,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,LL,4,Suspect Processing,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,115,Senior Lab 2,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,115,Senior Lab 2,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,115,Senior Lab 2,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,114,Senior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,114,Senior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,112,Student Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,112,Student Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,112,Student Break,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,111,Admin Work,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,110,Admin Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,121,Hallway,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,120,Police Reception,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,117,Officer Workstation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,119,Admin Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,127,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,127,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,130,Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,128,Dispensary Supply,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,132,Hallway,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,134,Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,106,MDF Room,,,,,,,,,23,23-HVAC,,,,,FC,,,,,,,Yes,FC-1,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,103,Women's ,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,103,Women's ,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,137,Lecture Classroom,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,137,Lecture Classroom,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,1,137,Lecture Classroom,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,211,Junior Lab 1,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,216,Freshman Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,216,Freshman Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,218,Junior Shampoo,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,218,Junior Shampoo,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,218,Junior Shampoo,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,219,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,219,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,230,Unisex RR,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,222,Dispensary,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,224,Advanced Skincare Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,224,Advanced Skincare Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,224,Advanced Skincare Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,224,Advanced Skincare Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,225,Skincare Lecture,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,2,225,Skincare Lecture,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,330,Hallway,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,330,Hallway,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,325,Shared Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,325,Shared Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,335,Computer Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,335,Computer Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,335,Computer Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,336,Control Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,337,Med Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,338,Control Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,319,Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,330,Hallway,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,331,Admin Reception,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,331,Admin Reception,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,338-?,Control Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,338-?,Control Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,341,Med Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,341,Med Simulation,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,348,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,348,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,348,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,345,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,345,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,346,,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,347,Exam Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-6,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,353,Skills Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,309,MultiPurpose Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,310,MultiPurpose Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,310,MultiPurpose Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,310,MultiPurpose Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,3,310,MultiPurpose Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,414,Fac Office,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,419,Nursing Multi Classroom,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,EF,,,,,,,Yes,EF-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,?,,,,,,,,,,23,23-HVAC,,,,,EF,,,,,,,Yes,EF-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,412,Digital Print Finishing Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,412,Digital Print Finishing Room,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,411,Prep Critique Multi Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-5,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,411,Prep Critique Multi Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,411,Prep Critique Multi Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,410,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,410,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,409,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,409,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,422,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-3,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,422,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,422,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,422,Student Lockers,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,427,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-1,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,427,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-4,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
11220,Career Technology Center,City,Voc Tech,24.0,4,427,Digital Imaging Lab,,,,,,,,,23,23-HVAC,,,,,VAV,,,,,,,Yes,VAV-2,M2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220
